funcPK,equipePK,dataPK,cargoPK,salario,quantidadeLancamentos
137,4,736,17,10066.61,1
4,5,736,3,8748.45,1
110,3,736,422,8400.99,1
160,4,736,54,10598.09,1
40,4,736,473,5531.58,1
121,3,736,181,1422.92,1
149,5,736,171,14459.55,1
90,5,736,11,6817.1,1
189,5,736,416,5572.04,1
36,3,736,13,2778.93,1
156,3,736,419,4967.46,1
11,3,736,8,5755.88,1
89,3,736,149,6115.21,1
185,3,736,146,4633.47,1
169,3,736,471,8550.73,1
15,3,736,335,3786.22,1
168,5,736,252,12240.81,1
56,4,736,414,9678.27,1
198,3,736,80,3912.7,1
59,5,736,50,4486.06,1
6,5,736,44,4309.6,1
178,4,736,330,22058.66,1
64,5,736,257,3684.14,1
146,5,736,479,7211.87,1
58,4,736,248,9275.85,1
140,3,736,417,14181.25,1
109,3,736,155,4468.68,1
151,5,736,331,1790.37,1
139,4,736,70,1584.56,1
197,5,736,254,3551.86,1
130,5,736,245,3756.63,1
2,3,736,463,1390.78,1
131,3,736,326,8024.02,1
200,5,736,318,8859.78,1
85,3,736,58,11068.83,1
119,5,736,74,5708.43,1
9,3,736,72,10902.97,1
38,5,736,139,2861.71,1
7,5,736,431,6027.07,1
65,3,736,311,3680.3,1
123,5,736,183,8155.11,1
163,4,736,77,6624.68,1
125,3,736,113,5125.98,1
32,7,736,179,3904.91,1
49,7,736,452,4578.7,1
129,8,736,487,2136.28,1
157,7,736,47,4343.95,1
113,6,736,40,2904.23,1
105,8,736,443,3593.68,1
81,8,736,502,1738.21,1
80,6,736,494,5250.43,1
194,6,736,450,14810.09,1
21,8,736,216,26783.79,1
170,7,736,421,1251.31,1
177,8,736,49,2244.85,1
50,8,736,158,4079.76,1
158,7,736,105,9023.77,1
107,8,736,39,10383.16,1
93,7,736,248,3928.92,1
134,8,736,143,3427.17,1
108,7,736,8,4871.98,1
51,7,736,414,16548.76,1
86,7,736,198,7892.62,1
77,8,736,266,3732.45,1
83,8,736,193,1712.04,1
63,7,736,493,1343.29,1
31,8,736,3,9037.95,1
180,8,736,431,7823.79,1
44,8,736,24,9199.43,1
68,8,736,194,7206.13,1
187,8,736,43,1599.45,1
193,7,736,210,39283.47,1
1,6,736,80,20013.64,1
95,7,736,181,1253.28,1
127,8,736,54,7814.58,1
27,8,736,76,1636.67,1
117,8,736,429,12259.26,1
164,6,736,169,2331.64,1
142,8,736,458,5887.59,1
145,6,736,259,1682.38,1
186,7,736,422,3778.84,1
14,7,736,173,3483.0,1
126,8,736,447,7537.6,1
132,8,736,171,19319.49,1
72,8,736,44,4596.92,1
54,6,736,99,9868.79,1
102,7,736,256,1737.64,1
191,6,736,27,9146.08,1
41,6,736,20,7605.62,1
136,8,736,244,1612.01,1
98,6,736,30,7696.92,1
143,7,736,500,6617.06,1
144,7,736,246,7836.84,1
147,2,767,64,1299.95,1
124,2,767,329,6752.31,1
175,1,767,328,2110.43,1
171,1,767,245,6568.92,1
148,2,767,65,3670.49,1
5,2,767,112,1855.55,1
128,1,767,341,5130.87,1
82,2,767,43,1321.26,1
28,1,767,253,1328.35,1
46,1,767,390,8233.47,1
91,2,767,233,9109.56,1
176,2,767,241,1671.24,1
172,1,767,351,11848.57,1
155,1,767,121,1668.81,1
19,2,767,223,1481.88,1
94,1,767,394,2087.58,1
26,2,767,350,7635.38,1
55,2,767,313,2679.61,1
29,1,767,62,3440.37,1
181,1,767,249,9235.62,1
118,1,767,169,1451.11,1
174,1,767,183,12278.42,1
141,1,767,63,8469.03,1
188,1,767,386,12495.85,1
112,2,767,419,3600.8,1
34,1,767,16,1361.02,1
69,1,767,68,3547.08,1
62,1,767,422,4414.81,1
190,2,767,254,3403.21,1
17,2,767,2,4301.54,1
10,2,767,395,4621.0,1
199,2,767,116,3919.67,1
76,1,767,383,4063.07,1
106,2,767,234,8009.98,1
179,1,767,12,17549.69,1
111,2,767,396,8398.7,1
43,1,767,74,8824.78,1
173,2,767,53,5483.11,1
183,2,767,240,19974.95,1
53,2,767,229,3029.63,1
42,1,767,177,10647.58,1
116,2,767,343,4882.98,1
30,2,767,408,14970.97,1
66,1,767,115,2542.72,1
35,2,767,412,1494.53,1
195,2,767,306,11969.68,1
104,2,767,36,11820.52,1
73,1,767,163,1723.42,1
48,1,767,270,12493.45,1
33,1,767,27,7641.58,1
135,5,767,94,1497.73,1
184,3,767,69,8499.77,1
196,3,767,125,3731.77,1
78,5,767,427,1515.36,1
20,5,767,10,1664.52,1
88,3,767,87,9409.54,1
39,3,767,52,3485.46,1
22,3,767,176,3475.9,1
79,4,767,142,2151.03,1
37,5,767,323,3746.73,1
152,3,767,380,3376.95,1
67,5,767,40,1398.67,1
192,3,767,324,15874.85,1
97,3,767,137,6496.56,1
120,5,767,303,8201.29,1
122,4,767,328,1317.44,1
74,4,767,334,1654.05,1
137,4,767,17,10066.61,1
4,5,767,3,8748.45,1
110,3,767,422,8400.99,1
160,4,767,54,10598.09,1
40,4,767,473,5531.58,1
121,3,767,181,1422.92,1
149,5,767,171,14459.55,1
90,5,767,11,6817.1,1
189,5,767,416,5572.04,1
36,3,767,13,2778.93,1
156,3,767,419,4967.46,1
11,3,767,8,5755.88,1
89,3,767,149,6115.21,1
185,3,767,146,4633.47,1
169,3,767,471,8550.73,1
15,3,767,335,3786.22,1
168,5,767,252,12240.81,1
56,4,767,414,9678.27,1
198,3,767,80,3912.7,1
59,5,767,50,4486.06,1
6,5,767,44,4309.6,1
178,4,767,330,22058.66,1
64,5,767,257,3684.14,1
146,5,767,479,7211.87,1
58,4,767,248,9275.85,1
140,3,767,417,14181.25,1
109,3,767,155,4468.68,1
151,5,767,331,1790.37,1
139,4,767,70,1584.56,1
197,5,767,254,3551.86,1
130,5,767,245,3756.63,1
2,3,767,463,1390.78,1
131,3,767,326,8024.02,1
200,5,767,318,8859.78,1
85,3,767,58,11068.83,1
119,5,767,74,5708.43,1
9,3,767,72,10902.97,1
38,5,767,139,2861.71,1
7,5,767,431,6027.07,1
65,3,767,311,3680.3,1
123,5,767,183,8155.11,1
163,4,767,77,6624.68,1
125,3,767,113,5125.98,1
32,7,767,179,3904.91,1
49,7,767,452,4578.7,1
129,8,767,487,2136.28,1
157,7,767,47,4343.95,1
113,6,767,40,2904.23,1
105,8,767,443,3593.68,1
81,8,767,502,1738.21,1
80,6,767,494,5250.43,1
194,6,767,450,14810.09,1
21,8,767,216,26783.79,1
170,7,767,421,1251.31,1
177,8,767,49,2244.85,1
50,8,767,158,4079.76,1
158,7,767,105,9023.77,1
107,8,767,39,10383.16,1
93,7,767,248,3928.92,1
134,8,767,143,3427.17,1
108,7,767,8,4871.98,1
51,7,767,414,16548.76,1
86,7,767,198,7892.62,1
77,8,767,266,3732.45,1
83,8,767,193,1712.04,1
63,7,767,493,1343.29,1
31,8,767,3,9037.95,1
180,8,767,431,7823.79,1
44,8,767,24,9199.43,1
68,8,767,194,7206.13,1
187,8,767,43,1599.45,1
193,7,767,210,39283.47,1
1,6,767,80,20013.64,1
95,7,767,181,1253.28,1
127,8,767,54,7814.58,1
27,8,767,76,1636.67,1
117,8,767,429,12259.26,1
164,6,767,169,2331.64,1
142,8,767,458,5887.59,1
145,6,767,259,1682.38,1
186,7,767,422,3778.84,1
14,7,767,173,3483.0,1
126,8,767,447,7537.6,1
132,8,767,171,19319.49,1
72,8,767,44,4596.92,1
54,6,767,99,9868.79,1
102,7,767,256,1737.64,1
191,6,767,27,9146.08,1
41,6,767,20,7605.62,1
136,8,767,244,1612.01,1
98,6,767,30,7696.92,1
143,7,767,500,6617.06,1
144,7,767,246,7836.84,1
147,2,795,64,1299.95,1
124,2,795,329,6752.31,1
175,1,795,328,2110.43,1
171,1,795,245,6568.92,1
148,2,795,65,3670.49,1
5,2,795,112,1855.55,1
128,1,795,341,5130.87,1
82,2,795,43,1321.26,1
28,1,795,253,1328.35,1
46,1,795,390,8233.47,1
91,2,795,233,9109.56,1
176,2,795,241,1671.24,1
172,1,795,351,11848.57,1
155,1,795,121,1668.81,1
19,2,795,223,1481.88,1
94,1,795,394,2087.58,1
26,2,795,350,7635.38,1
55,2,795,313,2679.61,1
29,1,795,62,3440.37,1
181,1,795,249,9235.62,1
118,1,795,169,1451.11,1
174,1,795,183,12278.42,1
141,1,795,63,8469.03,1
188,1,795,386,12495.85,1
112,2,795,419,3600.8,1
34,1,795,16,1361.02,1
69,1,795,68,3547.08,1
62,1,795,422,4414.81,1
190,2,795,254,3403.21,1
17,2,795,2,4301.54,1
10,2,795,395,4621.0,1
199,2,795,116,3919.67,1
76,1,795,383,4063.07,1
106,2,795,234,8009.98,1
179,1,795,12,17549.69,1
111,2,795,396,8398.7,1
43,1,795,74,8824.78,1
173,2,795,53,5483.11,1
183,2,795,240,19974.95,1
53,2,795,229,3029.63,1
42,1,795,177,10647.58,1
116,2,795,343,4882.98,1
30,2,795,408,14970.97,1
66,1,795,115,2542.72,1
35,2,795,412,1494.53,1
195,2,795,306,11969.68,1
104,2,795,36,11820.52,1
73,1,795,163,1723.42,1
48,1,795,270,12493.45,1
33,1,795,27,7641.58,1
135,5,795,94,1497.73,1
184,3,795,69,8499.77,1
196,3,795,125,3731.77,1
78,5,795,427,1515.36,1
20,5,795,10,1664.52,1
88,3,795,87,9409.54,1
39,3,795,52,3485.46,1
22,3,795,176,3475.9,1
79,4,795,142,2151.03,1
37,5,795,323,3746.73,1
152,3,795,380,3376.95,1
67,5,795,40,1398.67,1
192,3,795,324,15874.85,1
97,3,795,137,6496.56,1
120,5,795,303,8201.29,1
122,4,795,328,1317.44,1
74,4,795,334,1654.05,1
137,4,795,17,10066.61,1
4,5,795,3,8748.45,1
110,3,795,422,8400.99,1
160,4,795,54,10598.09,1
40,4,795,473,5531.58,1
121,3,795,181,1422.92,1
149,5,795,171,14459.55,1
90,5,795,11,6817.1,1
189,5,795,416,5572.04,1
36,3,795,13,2778.93,1
156,3,795,419,4967.46,1
11,3,795,8,5755.88,1
89,3,795,149,6115.21,1
185,3,795,146,4633.47,1
169,3,795,471,8550.73,1
15,3,795,335,3786.22,1
168,5,795,252,12240.81,1
56,4,795,414,9678.27,1
198,3,795,80,3912.7,1
59,5,795,50,4486.06,1
6,5,795,44,4309.6,1
178,4,795,330,22058.66,1
64,5,795,257,3684.14,1
146,5,795,479,7211.87,1
58,4,795,248,9275.85,1
140,3,795,417,14181.25,1
109,3,795,155,4468.68,1
151,5,795,331,1790.37,1
139,4,795,70,1584.56,1
197,5,795,254,3551.86,1
130,5,795,245,3756.63,1
2,3,795,463,1390.78,1
131,3,795,326,8024.02,1
200,5,795,318,8859.78,1
85,3,795,58,11068.83,1
119,5,795,74,5708.43,1
9,3,795,72,10902.97,1
38,5,795,139,2861.71,1
7,5,795,431,6027.07,1
65,3,795,311,3680.3,1
123,5,795,183,8155.11,1
163,4,795,77,6624.68,1
125,3,795,113,5125.98,1
32,7,795,179,3904.91,1
49,7,795,452,4578.7,1
129,8,795,487,2136.28,1
157,7,795,47,4343.95,1
113,6,795,40,2904.23,1
105,8,795,443,3593.68,1
81,8,795,502,1738.21,1
80,6,795,494,5250.43,1
194,6,795,450,14810.09,1
21,8,795,216,26783.79,1
170,7,795,421,1251.31,1
177,8,795,49,2244.85,1
50,8,795,158,4079.76,1
158,7,795,105,9023.77,1
107,8,795,39,10383.16,1
93,7,795,248,3928.92,1
134,8,795,143,3427.17,1
108,7,795,8,4871.98,1
51,7,795,414,16548.76,1
86,7,795,198,7892.62,1
77,8,795,266,3732.45,1
83,8,795,193,1712.04,1
63,7,795,493,1343.29,1
31,8,795,3,9037.95,1
180,8,795,431,7823.79,1
44,8,795,24,9199.43,1
68,8,795,194,7206.13,1
187,8,795,43,1599.45,1
193,7,795,210,39283.47,1
1,6,795,80,20013.64,1
95,7,795,181,1253.28,1
127,8,795,54,7814.58,1
27,8,795,76,1636.67,1
117,8,795,429,12259.26,1
164,6,795,169,2331.64,1
142,8,795,458,5887.59,1
145,6,795,259,1682.38,1
186,7,795,422,3778.84,1
14,7,795,173,3483.0,1
126,8,795,447,7537.6,1
132,8,795,171,19319.49,1
72,8,795,44,4596.92,1
54,6,795,99,9868.79,1
102,7,795,256,1737.64,1
191,6,795,27,9146.08,1
41,6,795,20,7605.62,1
136,8,795,244,1612.01,1
98,6,795,30,7696.92,1
143,7,795,500,6617.06,1
144,7,795,246,7836.84,1
147,2,826,64,1299.95,1
124,2,826,329,6752.31,1
175,1,826,328,2110.43,1
171,1,826,245,6568.92,1
148,2,826,65,3670.49,1
5,2,826,112,1855.55,1
128,1,826,341,5130.87,1
82,2,826,43,1321.26,1
28,1,826,253,1328.35,1
46,1,826,390,8233.47,1
91,2,826,233,9109.56,1
176,2,826,241,1671.24,1
172,1,826,351,11848.57,1
155,1,826,121,1668.81,1
19,2,826,223,1481.88,1
94,1,826,394,2087.58,1
26,2,826,350,7635.38,1
55,2,826,313,2679.61,1
29,1,826,62,3440.37,1
181,1,826,249,9235.62,1
118,1,826,169,1451.11,1
174,1,826,183,12278.42,1
141,1,826,63,8469.03,1
188,1,826,386,12495.85,1
112,2,826,419,3600.8,1
34,1,826,16,1361.02,1
69,1,826,68,3547.08,1
62,1,826,422,4414.81,1
190,2,826,254,3403.21,1
17,2,826,2,4301.54,1
10,2,826,395,4621.0,1
199,2,826,116,3919.67,1
76,1,826,383,4063.07,1
106,2,826,234,8009.98,1
179,1,826,12,17549.69,1
111,2,826,396,8398.7,1
43,1,826,74,8824.78,1
173,2,826,53,5483.11,1
183,2,826,240,19974.95,1
53,2,826,229,3029.63,1
42,1,826,177,10647.58,1
116,2,826,343,4882.98,1
30,2,826,408,14970.97,1
66,1,826,115,2542.72,1
35,2,826,412,1494.53,1
195,2,826,306,11969.68,1
104,2,826,36,11820.52,1
73,1,826,163,1723.42,1
48,1,826,270,12493.45,1
33,1,826,27,7641.58,1
135,5,826,94,1497.73,1
184,3,826,69,8499.77,1
196,3,826,125,3731.77,1
78,5,826,427,1515.36,1
20,5,826,10,1664.52,1
88,3,826,87,9409.54,1
39,3,826,52,3485.46,1
22,3,826,176,3475.9,1
79,4,826,142,2151.03,1
37,5,826,323,3746.73,1
152,3,826,380,3376.95,1
67,5,826,40,1398.67,1
192,3,826,324,15874.85,1
97,3,826,137,6496.56,1
120,5,826,303,8201.29,1
122,4,826,328,1317.44,1
74,4,826,334,1654.05,1
137,4,826,17,10066.61,1
4,5,826,3,8748.45,1
110,3,826,422,8400.99,1
160,4,826,54,10598.09,1
40,4,826,473,5531.58,1
121,3,826,181,1422.92,1
149,5,826,171,14459.55,1
90,5,826,11,6817.1,1
189,5,826,416,5572.04,1
36,3,826,13,2778.93,1
156,3,826,419,4967.46,1
11,3,826,8,5755.88,1
89,3,826,149,6115.21,1
185,3,826,146,4633.47,1
169,3,826,471,8550.73,1
15,3,826,335,3786.22,1
168,5,826,252,12240.81,1
56,4,826,414,9678.27,1
198,3,826,80,3912.7,1
59,5,826,50,4486.06,1
6,5,826,44,4309.6,1
178,4,826,330,22058.66,1
64,5,826,257,3684.14,1
146,5,826,479,7211.87,1
58,4,826,248,9275.85,1
140,3,826,417,14181.25,1
109,3,826,155,4468.68,1
151,5,826,331,1790.37,1
139,4,826,70,1584.56,1
197,5,826,254,3551.86,1
130,5,826,245,3756.63,1
2,3,826,463,1390.78,1
131,3,826,326,8024.02,1
200,5,826,318,8859.78,1
85,3,826,58,11068.83,1
119,5,826,74,5708.43,1
9,3,826,72,10902.97,1
38,5,826,139,2861.71,1
7,5,826,431,6027.07,1
65,3,826,311,3680.3,1
123,5,826,183,8155.11,1
163,4,826,77,6624.68,1
125,3,826,113,5125.98,1
32,7,826,179,3904.91,1
49,7,826,452,4578.7,1
129,8,826,487,2136.28,1
157,7,826,47,4343.95,1
113,6,826,40,2904.23,1
105,8,826,443,3593.68,1
81,8,826,502,1738.21,1
80,6,826,494,5250.43,1
194,6,826,450,14810.09,1
21,8,826,216,26783.79,1
170,7,826,421,1251.31,1
177,8,826,49,2244.85,1
50,8,826,158,4079.76,1
158,7,826,105,9023.77,1
107,8,826,39,10383.16,1
93,7,826,248,3928.92,1
134,8,826,143,3427.17,1
108,7,826,8,4871.98,1
51,7,826,414,16548.76,1
86,7,826,198,7892.62,1
77,8,826,266,3732.45,1
83,8,826,193,1712.04,1
63,7,826,493,1343.29,1
31,8,826,3,9037.95,1
180,8,826,431,7823.79,1
44,8,826,24,9199.43,1
68,8,826,194,7206.13,1
187,8,826,43,1599.45,1
193,7,826,210,39283.47,1
1,6,826,80,20013.64,1
95,7,826,181,1253.28,1
127,8,826,54,7814.58,1
27,8,826,76,1636.67,1
117,8,826,429,12259.26,1
164,6,826,169,2331.64,1
142,8,826,458,5887.59,1
145,6,826,259,1682.38,1
186,7,826,422,3778.84,1
14,7,826,173,3483.0,1
126,8,826,447,7537.6,1
132,8,826,171,19319.49,1
72,8,826,44,4596.92,1
54,6,826,99,9868.79,1
102,7,826,256,1737.64,1
191,6,826,27,9146.08,1
41,6,826,20,7605.62,1
136,8,826,244,1612.01,1
98,6,826,30,7696.92,1
143,7,826,500,6617.06,1
144,7,826,246,7836.84,1
147,2,856,64,1299.95,1
124,2,856,329,6752.31,1
175,1,856,328,2110.43,1
171,1,856,245,6568.92,1
148,2,856,65,3670.49,1
5,2,856,112,1855.55,1
128,1,856,341,5130.87,1
82,2,856,43,1321.26,1
28,1,856,253,1328.35,1
46,1,856,390,8233.47,1
91,2,856,233,9109.56,1
176,2,856,241,1671.24,1
172,1,856,351,11848.57,1
155,1,856,121,1668.81,1
19,2,856,223,1481.88,1
94,1,856,394,2087.58,1
26,2,856,350,7635.38,1
55,2,856,313,2679.61,1
29,1,856,62,3440.37,1
181,1,856,249,9235.62,1
118,1,856,169,1451.11,1
174,1,856,183,12278.42,1
141,1,856,63,8469.03,1
188,1,856,386,12495.85,1
112,2,856,419,3600.8,1
34,1,856,16,1361.02,1
69,1,856,68,3547.08,1
62,1,856,422,4414.81,1
190,2,856,254,3403.21,1
17,2,856,2,4301.54,1
10,2,856,395,4621.0,1
199,2,856,116,3919.67,1
76,1,856,383,4063.07,1
106,2,856,234,8009.98,1
179,1,856,12,17549.69,1
111,2,856,396,8398.7,1
43,1,856,74,8824.78,1
173,2,856,53,5483.11,1
183,2,856,240,19974.95,1
53,2,856,229,3029.63,1
42,1,856,177,10647.58,1
116,2,856,343,4882.98,1
30,2,856,408,14970.97,1
66,1,856,115,2542.72,1
35,2,856,412,1494.53,1
195,2,856,306,11969.68,1
104,2,856,36,11820.52,1
73,1,856,163,1723.42,1
48,1,856,270,12493.45,1
33,1,856,27,7641.58,1
135,5,856,94,1497.73,1
184,3,856,69,8499.77,1
196,3,856,125,3731.77,1
78,5,856,427,1515.36,1
20,5,856,10,1664.52,1
88,3,856,87,9409.54,1
39,3,856,52,3485.46,1
22,3,856,176,3475.9,1
79,4,856,142,2151.03,1
37,5,856,323,3746.73,1
152,3,856,380,3376.95,1
67,5,856,40,1398.67,1
192,3,856,324,15874.85,1
97,3,856,137,6496.56,1
120,5,856,303,8201.29,1
122,4,856,328,1317.44,1
74,4,856,334,1654.05,1
137,4,856,17,10066.61,1
4,5,856,3,8748.45,1
110,3,856,422,8400.99,1
160,4,856,54,10598.09,1
40,4,856,473,5531.58,1
121,3,856,181,1422.92,1
149,5,856,171,14459.55,1
90,5,856,11,6817.1,1
189,5,856,416,5572.04,1
36,3,856,13,2778.93,1
156,3,856,419,4967.46,1
11,3,856,8,5755.88,1
89,3,856,149,6115.21,1
185,3,856,146,4633.47,1
169,3,856,471,8550.73,1
15,3,856,335,3786.22,1
168,5,856,252,12240.81,1
56,4,856,414,9678.27,1
198,3,856,80,3912.7,1
59,5,856,50,4486.06,1
6,5,856,44,4309.6,1
178,4,856,330,22058.66,1
64,5,856,257,3684.14,1
146,5,856,479,7211.87,1
58,4,856,248,9275.85,1
140,3,856,417,14181.25,1
109,3,856,155,4468.68,1
151,5,856,331,1790.37,1
139,4,856,70,1584.56,1
197,5,856,254,3551.86,1
130,5,856,245,3756.63,1
2,3,856,463,1390.78,1
131,3,856,326,8024.02,1
200,5,856,318,8859.78,1
85,3,856,58,11068.83,1
119,5,856,74,5708.43,1
9,3,856,72,10902.97,1
38,5,856,139,2861.71,1
7,5,856,431,6027.07,1
65,3,856,311,3680.3,1
123,5,856,183,8155.11,1
163,4,856,77,6624.68,1
125,3,856,113,5125.98,1
32,7,856,179,3904.91,1
49,7,856,452,4578.7,1
129,8,856,487,2136.28,1
157,7,856,47,4343.95,1
113,6,856,40,2904.23,1
105,8,856,443,3593.68,1
81,8,856,502,1738.21,1
80,6,856,494,5250.43,1
194,6,856,450,14810.09,1
21,8,856,216,26783.79,1
170,7,856,421,1251.31,1
177,8,856,49,2244.85,1
50,8,856,158,4079.76,1
158,7,856,105,9023.77,1
107,8,856,39,10383.16,1
93,7,856,248,3928.92,1
134,8,856,143,3427.17,1
108,7,856,8,4871.98,1
51,7,856,414,16548.76,1
86,7,856,198,7892.62,1
77,8,856,266,3732.45,1
83,8,856,193,1712.04,1
63,7,856,493,1343.29,1
31,8,856,3,9037.95,1
180,8,856,431,7823.79,1
44,8,856,24,9199.43,1
68,8,856,194,7206.13,1
187,8,856,43,1599.45,1
193,7,856,210,39283.47,1
1,6,856,80,20013.64,1
95,7,856,181,1253.28,1
127,8,856,54,7814.58,1
27,8,856,76,1636.67,1
117,8,856,429,12259.26,1
164,6,856,169,2331.64,1
142,8,856,458,5887.59,1
145,6,856,259,1682.38,1
186,7,856,422,3778.84,1
14,7,856,173,3483.0,1
126,8,856,447,7537.6,1
132,8,856,171,19319.49,1
72,8,856,44,4596.92,1
54,6,856,99,9868.79,1
102,7,856,256,1737.64,1
191,6,856,27,9146.08,1
41,6,856,20,7605.62,1
136,8,856,244,1612.01,1
98,6,856,30,7696.92,1
143,7,856,500,6617.06,1
144,7,856,246,7836.84,1
147,2,887,64,1299.95,1
124,2,887,329,6752.31,1
175,1,887,328,2110.43,1
171,1,887,245,6568.92,1
148,2,887,65,3670.49,1
5,2,887,112,1855.55,1
128,1,887,341,5130.87,1
82,2,887,43,1321.26,1
28,1,887,253,1328.35,1
46,1,887,390,8233.47,1
91,2,887,233,9109.56,1
176,2,887,241,1671.24,1
172,1,887,351,11848.57,1
155,1,887,121,1668.81,1
19,2,887,223,1481.88,1
94,1,887,394,2087.58,1
26,2,887,350,7635.38,1
55,2,887,313,2679.61,1
29,1,887,62,3440.37,1
181,1,887,249,9235.62,1
118,1,887,169,1451.11,1
174,1,887,183,12278.42,1
141,1,887,63,8469.03,1
188,1,887,386,12495.85,1
112,2,887,419,3600.8,1
34,1,887,16,1361.02,1
69,1,887,68,3547.08,1
62,1,887,422,4414.81,1
190,2,887,254,3403.21,1
17,2,887,2,4301.54,1
10,2,887,395,4621.0,1
199,2,887,116,3919.67,1
76,1,887,383,4063.07,1
106,2,887,234,8009.98,1
179,1,887,12,17549.69,1
111,2,887,396,8398.7,1
43,1,887,74,8824.78,1
173,2,887,53,5483.11,1
183,2,887,240,19974.95,1
53,2,887,229,3029.63,1
42,1,887,177,10647.58,1
116,2,887,343,4882.98,1
30,2,887,408,14970.97,1
66,1,887,115,2542.72,1
35,2,887,412,1494.53,1
195,2,887,306,11969.68,1
104,2,887,36,11820.52,1
73,1,887,163,1723.42,1
48,1,887,270,12493.45,1
33,1,887,27,7641.58,1
135,5,887,94,1497.73,1
184,3,887,69,8499.77,1
196,3,887,125,3731.77,1
78,5,887,427,1515.36,1
20,5,887,10,1664.52,1
88,3,887,87,9409.54,1
39,3,887,52,3485.46,1
22,3,887,176,3475.9,1
79,4,887,142,2151.03,1
37,5,887,323,3746.73,1
152,3,887,380,3376.95,1
67,5,887,40,1398.67,1
192,3,887,324,15874.85,1
97,3,887,137,6496.56,1
120,5,887,303,8201.29,1
122,4,887,328,1317.44,1
74,4,887,334,1654.05,1
137,4,887,17,10066.61,1
4,5,887,3,8748.45,1
110,3,887,422,8400.99,1
160,4,887,54,10598.09,1
40,4,887,473,5531.58,1
121,3,887,181,1422.92,1
149,5,887,171,14459.55,1
90,5,887,11,6817.1,1
189,5,887,416,5572.04,1
36,3,887,13,2778.93,1
156,3,887,419,4967.46,1
11,3,887,8,5755.88,1
89,3,887,149,6115.21,1
185,3,887,146,4633.47,1
169,3,887,471,8550.73,1
15,3,887,335,3786.22,1
168,5,887,252,12240.81,1
56,4,887,414,9678.27,1
198,3,887,80,3912.7,1
59,5,887,50,4486.06,1
6,5,887,44,4309.6,1
178,4,887,330,22058.66,1
64,5,887,257,3684.14,1
146,5,887,479,7211.87,1
58,4,887,248,9275.85,1
140,3,887,417,14181.25,1
109,3,887,155,4468.68,1
151,5,887,331,1790.37,1
139,4,887,70,1584.56,1
197,5,887,254,3551.86,1
130,5,887,245,3756.63,1
2,3,887,463,1390.78,1
131,3,887,326,8024.02,1
200,5,887,318,8859.78,1
85,3,887,58,11068.83,1
119,5,887,74,5708.43,1
9,3,887,72,10902.97,1
38,5,887,139,2861.71,1
7,5,887,431,6027.07,1
65,3,887,311,3680.3,1
123,5,887,183,8155.11,1
163,4,887,77,6624.68,1
125,3,887,113,5125.98,1
32,7,887,179,3904.91,1
49,7,887,452,4578.7,1
129,8,887,487,2136.28,1
157,7,887,47,4343.95,1
113,6,887,40,2904.23,1
105,8,887,443,3593.68,1
81,8,887,502,1738.21,1
80,6,887,494,5250.43,1
194,6,887,450,14810.09,1
21,8,887,216,26783.79,1
170,7,887,421,1251.31,1
177,8,887,49,2244.85,1
50,8,887,158,4079.76,1
158,7,887,105,9023.77,1
107,8,887,39,10383.16,1
93,7,887,248,3928.92,1
134,8,887,143,3427.17,1
108,7,887,8,4871.98,1
51,7,887,414,16548.76,1
86,7,887,198,7892.62,1
77,8,887,266,3732.45,1
83,8,887,193,1712.04,1
63,7,887,493,1343.29,1
31,8,887,3,9037.95,1
180,8,887,431,7823.79,1
44,8,887,24,9199.43,1
68,8,887,194,7206.13,1
187,8,887,43,1599.45,1
193,7,887,210,39283.47,1
1,6,887,80,20013.64,1
95,7,887,181,1253.28,1
127,8,887,54,7814.58,1
27,8,887,76,1636.67,1
117,8,887,429,12259.26,1
164,6,887,169,2331.64,1
142,8,887,458,5887.59,1
145,6,887,259,1682.38,1
186,7,887,422,3778.84,1
14,7,887,173,3483.0,1
126,8,887,447,7537.6,1
132,8,887,171,19319.49,1
72,8,887,44,4596.92,1
54,6,887,99,9868.79,1
102,7,887,256,1737.64,1
191,6,887,27,9146.08,1
41,6,887,20,7605.62,1
136,8,887,244,1612.01,1
98,6,887,30,7696.92,1
143,7,887,500,6617.06,1
144,7,887,246,7836.84,1
147,2,917,64,1299.95,1
124,2,917,329,6752.31,1
175,1,917,328,2110.43,1
171,1,917,245,6568.92,1
148,2,917,65,3670.49,1
5,2,917,112,1855.55,1
128,1,917,341,5130.87,1
82,2,917,43,1321.26,1
28,1,917,253,1328.35,1
46,1,917,390,8233.47,1
91,2,917,233,9109.56,1
176,2,917,241,1671.24,1
172,1,917,351,11848.57,1
155,1,917,121,1668.81,1
19,2,917,223,1481.88,1
94,1,917,394,2087.58,1
26,2,917,350,7635.38,1
55,2,917,313,2679.61,1
29,1,917,62,3440.37,1
181,1,917,249,9235.62,1
118,1,917,169,1451.11,1
174,1,917,183,12278.42,1
141,1,917,63,8469.03,1
188,1,917,386,12495.85,1
112,2,917,419,3600.8,1
34,1,917,16,1361.02,1
69,1,917,68,3547.08,1
62,1,917,422,4414.81,1
190,2,917,254,3403.21,1
17,2,917,2,4301.54,1
10,2,917,395,4621.0,1
199,2,917,116,3919.67,1
76,1,917,383,4063.07,1
106,2,917,234,8009.98,1
179,1,917,12,17549.69,1
111,2,917,396,8398.7,1
43,1,917,74,8824.78,1
173,2,917,53,5483.11,1
